CNPJ_Emissora,Codigo_Identificacao_Certificado,Companhia_Emissora,Tipo_Lastro,Detalhamento_Lastro,Numero_Emissao,Nome_Emissao,Data_Emissao,_tipo_certificado
02.773.542/0001-22,BRAPCSCRIR45,Opea Securitizadora,Créditos,CCI - Financiamento Imobiliário,376.0,376ª Emissão de CRI,2024-12-20,CRI
02.773.542/0001-22,BRAPCSCRIR45,OPEA Securitizadora S.A.,Créditos,Debênture,376.0,376ª Emissão de CRI,2024-12-20,CRI
02.773.542/0001-22,BRAPCSCRIR45,OPEA Securitizadora S.A.,Título de Dívida,Debênture,376.0,376ª Emissão de CRI,2024-12-20,CRI
02.773.542/0001-22,BRAPCSCRIR45,OPEA Securitizadora S.A.,Título de Dívida,Debênture,376.0,376ª Emissao de CRI,2024-12-20,CRI
02.773.542/0001-22,BRAPCSCRIR60,Opea Securitizadora,Créditos,CCI - Híbrido,377.0,377ª Emissão de CRI,2024-12-26,CRI
02.773.542/0001-22,BRAPCSCRIR60,OPEA Securitizadora S.A.,Créditos,Promessa de Compra e Venda,377.0,377ª Emissão de CRI,2024-12-26,CRI
02.773.542/0001-22,BRAPCSCRIR60,OPEA Securitizadora S.A.,Título de Dívida,Promessa de Compra e Venda,377.0,377ª Emissão de CRI,2024-12-26,CRI
02.773.542/0001-22,BRAPCSCRIR60,OPEA Securitizadora S.A.,Título de Dívida,Promessa de Compra e Venda,377.0,377ª Emissao de CRI,2024-12-26,CRI
02.773.542/0001-22,BRARBRCRI002,Opea Securtizadora,Título de Dívida,Debênture,1.0,Sênior | 347ª Série da 1ª Emissão,2021-07-15,CRI
02.773.542/0001-22,BRBLNSDBS007,OPEA Securitizadora S.A.,Créditos,Debênture,1.0,1ª Emissão de CRI,2019-12-15,CRI
02.773.542/0001-22,BRBLNSDBS007,OPEA SECURITIZADORA S.A,Créditos,Debênture,1.0,1ª Emissão de CRI,2019-12-15,CRI
02.773.542/0001-22,BRBLNSDBS007,OPEA Securitizadora S.A.,Título de Dívida,Debênture,1.0,1ª Emissão de CRI,2019-12-15,CRI
02.773.542/0001-22,BRBLNSDBS007,OPEA Securitizadora S.A.,Título de Dívida,Debênture,1.0,1ª Emissao de CRI,2019-12-15,CRI
02.773.542/0001-22,BRGAIACRI0D2,Opea Securtizadora,Créditos,Locação / Arrendamento / Superfície,4.0,Sênior | 7ª Série da 4ª Emissão,2010-07-10,CRI
02.773.542/0001-22,BRGAIACRI1S8,Opea Securtizadora,Créditos,Locação / Arrendamento / Superfície,4.0,Sênior | 33ª Série da 4ª Emissão,2012-05-16,CRI
02.773.542/0001-22,BRGAIACRI261,Opea Securtizadora,Créditos,Locação / Arrendamento / Superfície,5.0,Sênior | 26ª Série da 5ª Emissão,2012-06-14,CRI
02.773.542/0001-22,BRGAIACRI485,Opea Securtizadora,Título de Dívida,Debênture,4.0,Sênior | 128ª Série da 4ª Emissão e Subordinada | 129ª Série da 4ª Emissão,2019-11-25,CRI
02.773.542/0001-22,BRGAIACRI4L7,Opea Securtizadora,Título de Dívida,Debênture,4.0,Sênior | 149ª Série da 4ª Emissão,2020-06-26,CRI
02.773.542/0001-22,BRGAIACRI4M5,Opea Securtizadora,Créditos,Locação / Arrendamento / Superfície,4.0,Sênior | 126ª Série da 4ª Emissão,2020-08-26,CRI
02.773.542/0001-22,BRGAIACRI4P8,Opea Securtizadora,Título de Dívida,Debênture,4.0,Sênior | 143ª Série da 4ª Emissão e Subordinada | 144ª Série da 4ª Emissão,2020-07-27,CRI
02.773.542/0001-22,BRGAIACRI5E9,Opea Securtizadora,Créditos,Locação / Arrendamento / Superfície,4.0,Sênior | 173ª Série da 4ª Emissão,2021-02-19,CRI
02.773.542/0001-22,BRGAIACRI5F6,Opea Securtizadora,Créditos,Locação / Arrendamento / Superfície,4.0,Sênior | 160ª Série da 4ª Emissão e Sênior | 161ª Série da 4ª Emissão,2021-03-24,CRI
02.773.542/0001-22,BRGAIACRI5H2,Opea Securtizadora,Título de Dívida,Debênture,4.0,Sênior | 175ª Série da 4ª Emissão,2021-04-14,CRI
02.773.542/0001-22,BRGAIACRI5H2,Opea Securtizadora,Título de Dívida,Debênture,4.0,Sênior | 175ª Série da 4ª Emissão e Sênior | 219ª Série da 4ª Emissão,2021-04-14,CRI
02.773.542/0001-22,BRGAIACRI5L4,Opea Securtizadora,Créditos,Compra e Venda,4.0,Sênior | 178ª Série da 4ª Emissão,2021-05-07,CRI
02.773.542/0001-22,BRGAIACRI5N0,Opea Securtizadora,Créditos,Locação / Arrendamento / Superfície,176.0,Sênior | 176ª Série da 4ª Emissão e Subordinada | 177ª Série da 4ª Emissão,2021-08-02,CRI
02.773.542/0001-22,BRGAIACRI5P5,Opea Securtizadora,Créditos,Compra e Venda,4.0,Sênior | 183ª Série da 4ª Emissão e Subordinada | 184ª Série da 4ª Emissão,2021-08-05,CRI
02.773.542/0001-22,BRGAIACRI5P5,Opea Securtizadora,Créditos,Compra e Venda,4.0,Sênior | 183ª Série da 4ª Emissão,2021-08-05,CRI
02.773.542/0001-22,BRGAIACRI5V3,Opea Securtizadora,Créditos,Locação / Arrendamento / Superfície,4.0,Sênior | 159ª Série da 4ª Emissão,2021-08-30,CRI
02.773.542/0001-22,BRGAIACRI659,Opea Securtizadora,Créditos,Compra e Venda,4.0,Sênior | 205ª Série da 4ª Emissão,2021-11-04,CRI
02.773.542/0001-22,BRGAIACRI667,Opea Securtizadora,Créditos,Compra e Venda,4.0,Sênior | 206ª Série da 4ª Emissão,2021-11-04,CRI
02.773.542/0001-22,BRGAIACRI675,Opea Securtizadora,Créditos,Compra e Venda,4.0,Sênior | 200ª Série da 4ª Emissão e Sênior | 201ª Série da 4ª Emissão,2021-11-10,CRI
02.773.542/0001-22,BRGAIACRI691,Opea Securtizadora,Créditos,Compra e Venda,4.0,"Sênior | 207ª Série da 4ª Emissão e Subordinada | 208ª Série da 4ª Emissão,",2021-11-11,CRI
02.773.542/0001-22,BRGAIACRI6B3,Opea Securtizadora,Créditos,Outros,4.0,Sênior | 209ª Série da 4ª Emissão e Subordinada | 210ª Série da 4ª Emissão,2021-11-11,CRI
02.773.542/0001-22,BRGAIACRI6D9,Opea Securtizadora,Título de Dívida,Debênture,4.0,Sênior | 211ª Série da 4ª Emissão e Subordinada | 216ª Série da 4ª Emissão,2021-11-24,CRI
02.773.542/0001-22,BRGAIACRI6J6,Opea Securtizadora,Créditos,Locação / Arrendamento / Superfície,4.0,Sênior | 217ª Série da 4ª Emissão,2021-11-26,CRI
02.773.542/0001-22,BRGAIACRI6K4,Opea Securtizadora,Créditos,Locação / Arrendamento / Superfície,4.0,Sênior | 218ª Série da 4ª Emissão,2021-12-15,CRI
02.773.542/0001-22,BRGAIACRI6N8,Opea Securtizadora,Título de Dívida,Debênture,35.0,Sênior | 1ª Série da 35ª Emissão,2022-05-25,CRI
02.773.542/0001-22,BRGCPSDBS000,OPEA Securitizadora S.A.,Créditos,Debênture,1.0,1ª Emissão de CRI,2019-12-15,CRI
02.773.542/0001-22,BRGCPSDBS000,OPEA Securitizadora S.A.,Título de Dívida,Debênture,1.0,1ª Emissão de CRI,2019-12-15,CRI
02.773.542/0001-22,BRGCPSDBS000,OPEA Securitizadora S.A.,Título de Dívida,Debênture,1.0,1ª Emissao de CRI,2019-12-15,CRI
02.773.542/0001-22,BRHBSCCRIAX7,Opea Securitizadora,Créditos,,372.0,372ª Emissão de CRI,2024-02-19,CRI
02.773.542/0001-22,BRHBSCCRIAX7,OPEA Securitizadora S.A.,Créditos,Compra e Venda,372.0,372ª Emissão de CRI,2024-02-19,CRI
02.773.542/0001-22,BRHBSCCRIAX7,OPEA Securitizadora S.A.,Título de Dívida,Compra e Venda,372.0,372ª Emissão de CRI,2024-02-19,CRI
02.773.542/0001-22,BRHBSCCRIAX7,OPEA Securitizadora S.A.,Título de Dívida,Compra e Venda,372.0,372ª Emissao de CRI,2024-02-19,CRI
02.773.542/0001-22,BRIMWLCRIO61,OPEA Securitizadora S.A.,Título de Dívida,Nota Comercial,290.0,290ª Emissão de CRI,2025-08-15,CRI
02.773.542/0001-22,BRIMWLCRIO61,OPEA Securitizadora S.A.,Título de Dívida,Nota Comercial,495.0,495ª Emissão de CRI,2025-08-15,CRI
02.773.542/0001-22,BRIMWLCRIO61,OPEA Securitizadora S.A.,Título de Dívida,Nota Comercial,495.0,495ª Emissao de CRI,2025-08-15,CRI
02.773.542/0001-22,BRPDGSCRI031,OPEA SECURITIZADORA S.A,Créditos,Compra e Venda,1.0,PDG,2010-05-07,CRI
02.773.542/0001-22,BRPDGSCRI031,OPEA SECURITIZADORA S.A.,Créditos,Compra e Venda,1.0,PDG,2010-05-07,CRI
02.773.542/0001-22,BRRBCSCRI2E8,Opea Securtizadora,Créditos,Locação / Arrendamento / Superfície,1.0,"Sênior | 85ª Série da 1ª Emissão, Sênior | 86ª Série da 1ª Emissão e Sênior | 87ª Série da 1ª Emissão",2011-12-15,CRI
02.773.542/0001-22,BRRBCSCRI2F5,Opea Securtizadora,Créditos,Locação / Arrendamento / Superfície,1.0,"Sênior | 85ª Série da 1ª Emissão, Sênior | 86ª Série da 1ª Emissão e Sênior | 87ª Série da 1ª Emissão",2011-12-15,CRI
02.773.542/0001-22,BRRBCSCRI2G3,Opea Securtizadora,Créditos,Locação / Arrendamento / Superfície,1.0,"Sênior | 85ª Série da 1ª Emissão, Sênior | 86ª Série da 1ª Emissão e Sênior | 87ª Série da 1ª Emissão",2011-12-15,CRI
02.773.542/0001-22,BRRBCSCRI2P4,Opea Securtizadora,Créditos,Locação / Arrendamento / Superfície,1.0,Sênior | 99ª Série da 1ª Emissão e Sênior | 100ª Série da 1ª Emissão,2012-05-25,CRI
02.773.542/0001-22,BRRBCSCRI2Q2,Opea Securtizadora,Créditos,Locação / Arrendamento / Superfície,1.0,Sênior | 99ª Série da 1ª Emissão e Sênior | 100ª Série da 1ª Emissão,2012-05-28,CRI
02.773.542/0001-22,BRRBCSCRI2T6,Opea Securtizadora,Créditos,Compra e Venda,1.0,Sênior | 106ª Série da 1ª Emissão,2012-06-21,CRI
02.773.542/0001-22,BRRBRACIR002,Opea Securtizadora,Créditos,Compra e Venda,553.0,"Sênior | 1ª Série da 553ª Emissão,",2025-11-19,CRI
02.773.542/0001-22,BRRBRACIR036,Opea Securtizadora,Créditos,TS,549.0,"Sênior | 1ª Série da 549ª Emissão,",2025-11-13,CRI
02.773.542/0001-22,BRRBRACIR093,OPEA Securitizadora S.A.,Título de Dívida,Nota Comercial,536.0,536ª Emissão de CRI,2025-11-24,CRI
02.773.542/0001-22,BRRBRACIR093,OPEA Securitizadora S.A.,Título de Dívida,Nota Comercial,536.0,536ª Emissao de CRI,2025-11-24,CRI
02.773.542/0001-22,BRRBRACIR0A3,Opea Securtizadora,Créditos,Compra e Venda,560.0,"Sênior | 1ª Série da 560ª Emissão,",2025-12-15,CRI
02.773.542/0001-22,BRRBRACIR0B1,Opea Securtizadora,Título de Dívida,Nota Comercial,551.0,"Sênior | 1ª Série da 551ª Emissão,",2025-12-04,CRI
02.773.542/0001-22,BRRBRACIR0D7,Opea Securtizadora,Título de Dívida,Termo de Emissão de Notas Comerciais,556.0,"Sênior | 1ª Série da 556ª Emissão,",2025-11-28,CRI
02.773.542/0001-22,BRRBRACIR0E5,OPEA Securitizadora S.A.,Créditos,Locaçao,499.0,499ª Emissao de CRI,2025-11-26,CRI
02.773.542/0001-22,BRRBRACIR0J4,Opea Securtizadora,Título de Dívida,Nota Comercial,562.0,"Sênior | 1ª Série da 562ª Emissão,",2025-12-12,CRI
02.773.542/0001-22,BRRBRACIR0P1,Opea Securtizadora,Créditos,CVC,566.0,"Sênior | 1ª Série da 566ª Emissão,",2025-12-16,CRI
02.773.542/0001-22,BRRBRACIR0R7,Opea Securtizadora,Título de Dívida,notas comerciais,528.0,"Sênior | 1ª Série da 528ª Emissão,",2025-12-08,CRI
02.773.542/0001-22,BRRBRACIR0T3,Opea Securtizadora,Créditos,Promessa de Venda e Compra,561.0,"Sênior | 1ª Série da 561ª Emissão e Subordinada | 2ª Série da 561ª Emissão,",2025-12-15,CRI
02.773.542/0001-22,BRRBRACIR0V9,Opea Securtizadora,Título de Dívida,Nota Comercial,534.0,"Sênior | 1ª Série da 534ª Emissão,",2025-12-09,CRI
02.773.542/0001-22,BRRBRACIR0W7,Opea Securtizadora,Título de Dívida,5.1 da Nota Comercial,568.0,"Sênior | 1ª Série da 568ª Emissão e Subordinada | 2ª Série da 568ª Emissão,",2025-12-10,CRI
02.773.542/0001-22,BRRBRACIR0Y3,Opea Securtizadora,Créditos,CVC,543.0,"Sênior | 1ª Série da 543ª Emissão,",2025-12-10,CRI
02.773.542/0001-22,BRRBRACIR0Z0,OPEA Securitizadora S.A.,Créditos,Promessa de Compra e Venda,571.0,571ª Emissao de CRI,2025-12-18,CRI
02.773.542/0001-22,BRRBRACIR101,OPEA Securitizadora S.A.,Título de Dívida,Compra e Venda,567.0,567ª Emissao de CRI,2025-12-17,CRI
02.773.542/0001-22,BRRBRACIR119,Opea Securtizadora,Título de Dívida,Notas Comerciais,550.0,"Sênior | 1ª Série da 550ª Emissão,",2025-12-12,CRI
02.773.542/0001-22,BRRBRACIR127,Opea Securtizadora,Créditos,4.1 do Contrato de Cessão,557.0,"Sênior | 1ª Série da 557ª Emissão,",2025-12-08,CRI
02.773.542/0001-22,BRRBRACIR135,OPEA Securitizadora S.A.,Título de Dívida,Compra e Venda,498.0,498ª Emissao de CRI,2025-12-10,CRI
02.773.542/0001-22,BRRBRACIR168,Opea Securtizadora,Título de Dívida,Termo de Emissão de Notas Comerciais,558.0,"Sênior | 1ª Série da 558ª Emissão,",2025-12-15,CRI
02.773.542/0001-22,BRRBRACIR176,OPEA Securitizadora S.A.,Créditos,Promessa de Compra e Venda,577.0,577ª Emissao de CRI,2025-12-18,CRI
02.773.542/0001-22,BRRBRACIR184,OPEA Securitizadora S.A.,Título de Dívida,Locaçao,488.0,488ª Emissao de CRI,2025-12-15,CRI
02.773.542/0001-22,BRRBRACIR192,OPEA Securitizadora S.A.,Título de Dívida,Debênture,573.0,573ª Emissão de CRI,2025-12-22,CRI
02.773.542/0001-22,BRRBRACIR1B9,OPEA Securitizadora S.A.,Título de Dívida,Nota Comercial,565.0,565ª Emissao de CRI,2025-12-18,CRI
02.773.542/0001-22,BRRBRACIR1D5,Opea Securtizadora,Créditos,,496.0,"Sênior | 1ª Série da 496ª Emissão,",2025-12-17,CRI
02.773.542/0001-22,BRRBRACRA2D1,Opea Securtizadora,Créditos,Compra e Venda,64.0,Sênior | 1ª Série da 64ª Emissão,2022-09-01,CRI
02.773.542/0001-22,BRRBRACRA2H2,Opea Securtizadora,Título de Dívida,Nota Comercial,77.0,Sênior | 1ª Série da 77ª Emissão,2022-10-19,CRI
02.773.542/0001-22,BRRBRACRA3H0,Opea Securtizadora,Título de Dívida,Debênture,155.0,Sênior | 1ª Série da 155ª Emissão,2023-07-28,CRI
02.773.542/0001-22,BRRBRACRA6S0,Opea Securtizadora,Título de Dívida,Notas Comerciais Escriturais,403.0,Sênior | 1ª Série da 403ª Emissão,2025-01-23,CRI
02.773.542/0001-22,BRRBRACRA868,OPEA Securitizadora S.A.,Título de Dívida,Nota Comercial,510.0,510ª Emissao de CRI,2025-11-28,CRI
02.773.542/0001-22,BRRBRACRI002,Opea Securtizadora,Créditos,Locação / Arrendamento / Superfície,1.0,Sênior | 185ª Série da 1ª Emissão,2019-01-15,CRI
02.773.542/0001-22,BRRBRACRI1K0,Opea Securtizadora,Créditos,Financiamento Imobiliário,1.0,Sênior | 62ª Série da 1ª Emissão,2010-02-01,CRI
02.773.542/0001-22,BRRBRACRI1T1,Opea Securtizadora,Créditos,Financiamento Imobiliário,1.0,Sênior | 75ª Série da 1ª Emissão e Subordinada | 76ª Série da 1ª Emissão,2012-09-21,CRI
02.773.542/0001-22,BRRBRACRI1X3,Opea Securtizadora,Créditos,Locação / Arrendamento / Superfície,1.0,Sênior | 69ª Série da 1ª Emissão,2012-10-15,CRI
02.773.542/0001-22,BRRBRACRI234,Opea Securtizadora,Créditos,Locação / Arrendamento / Superfície,1.0,Sênior | 81ª Série da 1ª Emissão,2012-12-07,CRI
02.773.542/0001-22,BRRBRACRI242,Opea Securtizadora,Créditos,Financiamento Imobiliário,1.0,Sênior | 83ª Série da 1ª Emissão,2013-01-30,CRI
02.773.542/0001-22,BRRBRACRI267,Opea Securtizadora,Créditos,CCB,1.0,Sênior | 86ª Série da 1ª Emissão,2013-02-25,CRI
02.773.542/0001-22,BRRBRACRI2C5,Opea Securtizadora,Créditos,Locação / Arrendamento / Superfície,1.0,Sênior | 93ª Série da 1ª Emissão,2013-08-15,CRI
02.773.542/0001-22,BRRBRACRI2J0,Opea Securtizadora,Créditos,Financiamento Imobiliário,1.0,Sênior | 70ª Série da 1ª Emissão,2013-10-17,CRI
02.773.542/0001-22,BRRBRACRI2L6,Opea Securtizadora,Créditos,Locação / Arrendamento / Superfície,1.0,Sênior | 103ª Série da 1ª Emissão,2013-12-17,CRI
02.773.542/0001-22,BRRBRACRI2M4,Opea Securtizadora,Créditos,Compra e Venda,1.0,Sênior | 101ª Série da 1ª Emissão,2013-12-17,CRI
02.773.542/0001-22,BRRBRACRI2R3,Opea Securtizadora,Créditos,Financiamento Imobiliário,1.0,Sênior | 68ª Série da 1ª Emissão,2014-02-19,CRI
02.773.542/0001-22,BRRBRACRI2V5,Opea Securtizadora,Créditos,Financiamento Imobiliário,1.0,Sênior | 105ª Série da 1ª Emissão,2014-11-13,CRI
02.773.542/0001-22,BRRBRACRI2W3,Opea Securtizadora,Créditos,Financiamento Imobiliário,1.0,Sênior | 110ª Série da 1ª Emissão e Subordinada | 111ª Série da 1ª Emissão,2014-09-12,CRI
02.773.542/0001-22,BRRBRACRI309,Opea Securtizadora,Créditos,Locação / Arrendamento / Superfície,1.0,Sênior | 113ª Série da 1ª Emissão,2014-09-15,CRI
02.773.542/0001-22,BRRBRACRI366,Opea Securtizadora,Créditos,Compra e Venda,1.0,Sênior | 108ª Série da 1ª Emissão,2015-09-17,CRI
02.773.542/0001-22,BRRBRACRI390,Opea Securtizadora,Créditos,Financiamento Imobiliário,1.0,Sênior | 126ª Série da 1ª Emissão e Sênior | 166ª Série da 1ª Emissão,2015-10-20,CRI
02.773.542/0001-22,BRRBRACRI3D1,Opea Securtizadora,Créditos,Compra e Venda,1.0,Sênior | 129ª Série da 1ª Emissão,2015-12-18,CRI
02.773.542/0001-22,BRRBRACRI3E9,Opea Securtizadora,Créditos,Compra e Venda,1.0,Sênior | 131ª Série da 1ª Emissão,2015-12-18,CRI
02.773.542/0001-22,BRRBRACRI3F6,Opea Securtizadora,Créditos,Compra e Venda,1.0,Sênior | 132ª Série da 1ª Emissão e Sênior | 543ª Série da 1ª Emissão,2018-12-12,CRI
02.773.542/0001-22,BRRBRACRI3G4,Opea Securtizadora,Créditos,Compra e Venda,1.0,Sênior | 134ª Série da 1ª Emissão,2015-12-28,CRI
02.773.542/0001-22,BRRBRACRI3J8,Opea Securtizadora,Créditos,Financiamento Imobiliário,1.0,Sênior | 123ª Série da 1ª Emissão e Subordinada | 124ª Série da 1ª Emissão,2015-09-24,CRI
02.773.542/0001-22,BRRBRACRI3M2,Opea Securtizadora,Créditos,Compra e Venda,1.0,Sênior | 137ª Série da 1ª Emissão,2016-03-31,CRI
02.773.542/0001-22,BRRBRACRI3S9,Opea Securtizadora,Título de Dívida,Debênture,1.0,Sênior | 138ª Série da 1ª Emissão,2016-05-23,CRI
02.773.542/0001-22,BRRBRACRI416,Opea Securtizadora,Créditos,Locação / Arrendamento / Superfície,1.0,Sênior | 152ª Série da 1ª Emissão,2016-12-20,CRI
02.773.542/0001-22,BRRBRACRI432,Opea Securtizadora,Créditos,Locação / Arrendamento / Superfície,1.0,Sênior | 154ª Série da 1ª Emissão,2018-09-26,CRI
02.773.542/0001-22,BRRBRACRI4C1,Opea Securtizadora,Título de Dívida,Debênture,1.0,Sênior | 160ª Série da 1ª Emissão,2017-06-07,CRI
02.773.542/0001-22,BRRBRACRI4G2,Opea Securtizadora,Créditos,Locação / Arrendamento / Superfície,1.0,Sênior | 165ª Série da 1ª Emissão,2017-08-06,CRI
02.773.542/0001-22,BRRBRACRI4H0,Opea Securtizadora,Créditos,Financiamento Imobiliário,1.0,Sênior | 126ª Série da 1ª Emissão e Sênior | 166ª Série da 1ª Emissão,2017-10-13,CRI
02.773.542/0001-22,BRRBRACRI4I8,Opea Securtizadora,Título de Dívida,Debênture,1.0,Sênior | 171ª Série da 1ª Emissão,2017-11-10,CRI
02.773.542/0001-22,BRRBRACRI4K4,Opea Securtizadora,Créditos,Locação / Arrendamento / Superfície,1.0,Sênior | 170ª Série da 1ª Emissão,2018-03-15,CRI
02.773.542/0001-22,BRRBRACRI4L2,Opea Securtizadora,Créditos,Locação / Arrendamento / Superfície,1.0,Sênior | 169ª Série da 1ª Emissão,2017-11-21,CRI
02.773.542/0001-22,BRRBRACRI4M0,Opea Securtizadora,Créditos,Compra e Venda,1.0,"Sênior | 173ª Série da 1ª Emissão, Sênior | 174ª Série da 1ª Emissão, Sênior | 175ª Série da 1ª Emissãoe e Sênior | 176ª Série da 1ª Emissão",2017-09-21,CRI
02.773.542/0001-22,BRRBRACRI4M0,Opea Securtizadora,Créditos,Compra e Venda,1.0,"Sênior | 173ª Série da 1ª Emissão, Sênior | 174ª Série da 1ª Emissão, Sênior | 175ª Série da 1ª Emissão e Sênior | 176ª Série da 1ª Emissão",2017-09-21,CRI
02.773.542/0001-22,BRRBRACRI4N8,Opea Securtizadora,Créditos,Compra e Venda,1.0,"Sênior | 173ª Série da 1ª Emissão, Sênior | 174ª Série da 1ª Emissão, Sênior | 175ª Série da 1ª Emissão e Sênior | 176ª Série da 1ª Emissão",2017-09-21,CRI
02.773.542/0001-22,BRRBRACRI4O6,Opea Securtizadora,Créditos,Compra e Venda,1.0,"Sênior | 173ª Série da 1ª Emissão, Sênior | 174ª Série da 1ª Emissão, Sênior | 175ª Série da 1ª Emissão e Sênior | 176ª Série da 1ª Emissão",2017-09-21,CRI
02.773.542/0001-22,BRRBRACRI4P3,Opea Securtizadora,Créditos,Compra e Venda,1.0,"Sênior | 173ª Série da 1ª Emissão, Sênior | 174ª Série da 1ª Emissão, Sênior | 175ª Série da 1ª Emissão e Sênior | 176ª Série da 1ª Emissão",2017-09-21,CRI
02.773.542/0001-22,BRRBRACRI4Y5,Opea Securtizadora,Título de Dívida,Debênture,1.0,Sênior | 184ª Série da 1ª Emissão,2018-07-15,CRI
02.773.542/0001-22,BRRBRACRI4Z2,Opea Securtizadora,Créditos,Locação / Arrendamento / Superfície,1.0,Sênior | 182ª Série da 1ª Emissão,2018-07-16,CRI
02.773.542/0001-22,BRRBRACRI507,Opea Securtizadora,Créditos,Compra e Venda,1.0,Sênior | 161ª Série da 1ª Emissão,2018-08-09,CRI
02.773.542/0001-22,BRRBRACRI515,Opea Securtizadora,Créditos,Compra e Venda,1.0,Sênior | 162ª Série da 1ª Emissão,2018-08-09,CRI
02.773.542/0001-22,BRRBRACRI549,Opea Securtizadora,Título de Dívida,Debênture,1.0,Sênior | 189ª Série da 1ª Emissão,2018-12-15,CRI
02.773.542/0001-22,BRRBRACRI556,Opea Securtizadora,Créditos,Compra e Venda,1.0,Sênior | 200ª Série da 1ª Emissão e Subordinada | 201ª Série da 1ª Emissão,2018-12-10,CRI
02.773.542/0001-22,BRRBRACRI598,Opea Securtizadora,Créditos,Compra e Venda,1.0,Sênior | 204ª Série da 1ª Emissão e Subordinada | 205ª Série da 1ª Emissão,2019-01-30,CRI
02.773.542/0001-22,BRRBRACRI5B0,Opea Securtizadora,Créditos,Compra e Venda,1.0,Sênior | 193ª Série da 1ª Emissão e Subordinada | 194ª Série da 1ª Emissão,2019-01-30,CRI
02.773.542/0001-22,BRRBRACRI5D6,Opea Securtizadora,Créditos,Compra e Venda,1.0,Sênior | 195ª Série da 1ª Emissão e Subordinada | 196ª Série da 1ª Emissão,2019-02-15,CRI
02.773.542/0001-22,BRRBRACRI5F1,Opea Securtizadora,Créditos,Compra e Venda,1.0,Sênior | 197ª Série da 1ª Emissão e Subordinada | 198ª Série da 1ª Emissão,2019-02-15,CRI
02.773.542/0001-22,BRRBRACRI5H7,Opea Securtizadora,Título de Dívida,Debênture,1.0,Sênior | 209ª Série da 1ª Emissão,2019-02-15,CRI
02.773.542/0001-22,BRRBRACRI5J3,Opea Securtizadora,Créditos,Compra e Venda,1.0,Sênior | 206ª Série da 1ª Emissão e Subordinada | 207ª Série da 1ª Emissão,2019-02-15,CRI
02.773.542/0001-22,BRRBRACRI5L9,Opea Securtizadora,Título de Dívida,Debênture,1.0,Sênior | 210ª Série da 1ª Emissão,2019-03-25,CRI
02.773.542/0001-22,BRRBRACRI5P0,Opea Securtizadora,Título de Dívida,Debênture,1.0,Sênior | 215ª Série da 1ª Emissão,2019-07-05,CRI
02.773.542/0001-22,BRRBRACRI5R6,Opea Securtizadora,Título de Dívida,Debênture,1.0,Sênior | 220ª Série da 1ª Emissão,2019-07-05,CRI
02.773.542/0001-22,BRRBRACRI5S4,Opea Securtizadora,Título de Dívida,Debênture,1.0,Sênior | 216ª Série da 1ª Emissão,2019-06-19,CRI
02.773.542/0001-22,BRRBRACRI5T2,Opea Securtizadora,Título de Dívida,Debênture,1.0,Sênior | 221ª Série da 1ª Emissão,2019-08-15,CRI
02.773.542/0001-22,BRRBRACRI5U0,Opea Securtizadora,Créditos,Outros,1.0,Sênior | 226ª Série da 1ª Emissão e Subordinada | 228ª Série da 1ª Emissão,2019-08-29,CRI
02.773.542/0001-22,BRRBRACRI5Z9,Opea Securtizadora,Título de Dívida,Debênture,1.0,Sênior | 219ª Série da 1ª Emissão,2019-10-07,CRI
02.773.542/0001-22,BRRBRACRI614,Opea Securtizadora,Créditos,Locação / Arrendamento / Superfície,1.0,Sênior | 229ª Série da 1ª Emissão,2019-12-16,CRI
02.773.542/0001-22,BRRBRACRI630,Opea Securtizadora,Título de Dívida,Debênture,1.0,Sênior | 233ª Série da 1ª Emissão,2019-11-15,CRI
02.773.542/0001-22,BRRBRACRI655,Opea Securtizadora,Título de Dívida,Debênture,1.0,Sênior | 223ª Série da 1ª Emissão e Sênior | 540ª Série da 1ª Emissão,2019-10-18,CRI
02.773.542/0001-22,BRRBRACRI671,Opea Securtizadora,Créditos,Locação / Arrendamento / Superfície,1.0,Sênior | 224ª Série da 1ª Emissão,2019-12-30,CRI
02.773.542/0001-22,BRRBRACRI697,Opea Securtizadora,Créditos,CCB,1.0,Sênior | 242ª Série da 1ª Emissão,2019-11-18,CRI
02.773.542/0001-22,BRRBRACRI6A0,Opea Securtizadora,Créditos,Compra e Venda,1.0,Sênior | 251ª Série da 1ª Emissão,2019-11-27,CRI
02.773.542/0001-22,BRRBRACRI6C6,Opea Securtizadora,Título de Dívida,Debênture,1.0,Sênior | 246ª Série da 1ª Emissão,2020-01-20,CRI
02.773.542/0001-22,BRRBRACRI6E2,Opea Securtizadora,Título de Dívida,Debênture,1.0,Sênior | 217ª Série da 1ª Emissão,2019-12-20,CRI
02.773.542/0001-22,BRRBRACRI6F9,Opea Securtizadora,Créditos,Locação / Arrendamento / Superfície,1.0,Sênior | 238ª Série da 1ª Emissão,2019-12-20,CRI
02.773.542/0001-22,BRRBRACRI6G7,Opea Securtizadora,Créditos,Locação / Arrendamento / Superfície,1.0,Sênior | 239ª Série da 1ª Emissão,2019-12-20,CRI
02.773.542/0001-22,BRRBRACRI6H5,Opea Securtizadora,Créditos,CCB,1.0,Sênior | 243ª Série da 1ª Emissão,2019-12-16,CRI
